created_stamp,modified_stamp,traditional,jyutping,correct,incorrect,difficulty,priority,last_reviewed_stamp
2020-04-15 20:20:39,2021-07-23 16:14:07,蜜蜂,mat6 fung1,11,16,50,,2021-04-11 16:53:22
2020-04-15 20:20:17,2021-07-23 16:14:07,飯,faan6,16,10,52,,2021-03-23 14:46:00
2020-04-15 20:16:27,2021-07-23 16:14:07,矮瓜,ngai2 gwaa1,13,15,50,,2021-03-16 16:57:24
2020-04-15 20:15:21,2021-07-23 16:14:07,薯仔,syu4 zai2,7,19,50,,2021-06-03 03:37:01
2020-04-15 20:06:47,2021-07-23 16:14:07,青豆,ceng1 dau5,11,16,58,,2021-03-16 16:57:28
2020-04-15 20:05:51,2021-07-23 16:14:07,好玩,hou2 waan4,11,11,64,,2021-04-10 04:30:02
2020-04-15 20:04:51,2021-07-23 16:14:07,南瓜,naam4 gwaa1,10,2,106,,2020-10-24 18:17:53
2020-04-15 20:04:36,2021-07-23 16:14:07,洋蔥,joeng4 cung1,14,18,50,,2021-03-21 01:00:40
2020-04-15 20:03:06,2021-07-23 16:14:07,大白菜,daai6 baak6 coi3,10,16,62,,2021-04-10 17:23:12
2020-04-15 20:02:41,2021-07-23 16:14:07,生菜,saang1 coi3,7,14,72,,2021-03-25 12:29:21
2020-04-15 19:59:18,2021-07-23 16:14:07,菠菜,bo1 coi3,8,21,50,,2021-03-16 16:56:07
2020-04-15 19:58:51,2021-07-23 16:14:07,紅蘿蔔,hung4 lo4 baak6,4,22,70,,2021-03-16 18:28:33
2020-04-15 19:39:35,2021-07-23 16:14:07,椰菜花,je4 coi3 faa1,6,22,50,,2021-02-07 19:59:42
2020-04-15 19:30:28,2021-07-23 16:14:07,西蘭花,sai1 laan4 faa1,5,21,70,,2021-04-11 03:31:17
2020-04-11 03:16:01,2021-07-23 16:14:07,老鼠,lou5 syu2,7,17,58,,2021-02-07 19:54:53
2020-04-11 03:15:27,2021-07-23 16:14:07,馬騮仔,maa5 lau4 zai2,5,18,82,,2020-11-30 19:07:31
2020-04-11 03:13:49,2021-07-23 16:14:07,飲醉酒,jam2 zeoi3 zau2,6,22,50,,2021-08-14 15:48:29
2020-04-11 03:13:37,2021-07-23 16:14:07,飲醉,jam2 zeoi3,13,15,50,,2021-04-10 17:27:20
2020-04-11 03:12:26,2021-07-23 16:14:07,獅子,si1 zi2,14,11,50,,2021-03-22 16:41:41
2020-04-11 03:12:09,2021-07-23 16:14:07,了哥,liu1 go1,7,22,50,low,2021-04-11 16:53:54
2020-04-11 03:07:32,2021-07-23 16:14:07,猪仔,zyu1 zai2,14,7,76,,2020-12-09 17:16:36
2020-04-11 03:06:37,2021-07-23 16:14:07,青蛙,cing1 waa1,13,7,74,,2021-02-07 19:57:44
2020-04-11 03:05:40,2021-07-23 16:14:07,後,hau6,7,12,76,,2020-12-09 17:06:11
2020-04-11 03:03:27,2021-07-23 16:14:07,落课,lok6 fo3,11,13,50,,2021-03-16 17:12:37
2020-04-10 19:18:17,2021-07-23 16:14:07,加拿大,gaa1 naa4 daai6,6,19,64,,2021-04-13 21:07:34
2020-04-10 19:15:02,2021-07-23 16:14:07,溜冰,lau4 bing1,3,25,80,,2021-06-03 03:40:49
2020-04-10 19:14:50,2021-07-23 16:14:07,石頭,sek6 tau4,6,25,52,,2021-04-13 21:11:04
2020-04-10 19:13:54,2021-07-23 16:14:07,攀石,paan1 sek6,8,18,52,,2021-03-25 12:29:12
2020-04-10 19:08:56,2021-07-23 16:14:07,汽車,hei3 ce1,7,17,56,,2021-01-28 17:07:32
2020-04-10 19:07:18,2021-07-23 16:14:07,租,zou1,7,19,50,,2021-02-07 20:09:30
2020-04-10 19:06:41,2021-07-23 16:14:07,踩单车,caai2 daan1 ce1,4,20,70,,2021-03-20 17:07:26
2020-04-10 19:06:22,2021-07-23 16:14:07,唱歌,coeng3 go1,4,22,70,,2021-06-03 03:40:41
2020-04-10 19:06:00,2021-07-23 16:14:07,好味,hou2 mei6,11,18,50,,2021-02-07 20:02:56
2020-04-10 19:05:44,2021-07-23 16:14:07,畀,bei2,10,13,50,,2021-03-16 17:17:09
2020-04-08 17:07:34,2021-07-23 16:14:07,游水,jau4 seoi2,7,21,50,,2021-06-03 03:38:54
2020-04-08 16:54:36,2021-07-23 16:14:07,我嘅,ngo5 ge3,19,9,94,high,2021-06-03 03:32:39
2020-04-08 16:53:54,2021-07-23 16:14:07,開心,hoi1 sam1,9,9,98,,2020-10-26 00:08:54
2020-04-08 16:52:36,2021-07-23 16:14:07,運動,wan6 dung6,5,18,70,,2021-08-14 15:42:49
2020-04-08 16:52:07,2021-07-23 16:14:07,法國,faat3 gwok3,10,13,62,,2021-04-13 21:10:26
2020-04-08 16:51:25,2021-07-23 16:14:07,病毒,beng6 duk6,8,15,58,,2021-02-07 20:09:15
2020-04-08 16:49:46,2021-07-23 16:14:07,跳水,tiu3 seoi2,8,18,50,,2021-03-22 16:40:32
2020-04-08 16:49:16,2021-07-23 16:14:07,排球,paai4 kau4,11,16,50,,2021-03-24 22:43:53
2020-04-08 16:48:40,2021-07-23 16:14:07,多謝嗮,do1 ze6 saai3,9,14,52,,2021-03-21 01:02:48
2020-04-08 16:48:03,2021-07-23 16:14:07,踢足球,tek3 zuk1 kau4,6,20,50,,2021-03-23 14:40:13
2020-04-08 16:47:44,2021-07-23 16:14:07,打篮球,daa2 laam4 kau4,5,18,74,,2021-03-16 17:24:33
2020-04-05 03:01:47,2021-07-23 16:14:07,蛋,daan2,11,9,60,,2021-08-14 01:49:00
2020-04-05 03:00:37,2021-07-23 16:14:07,小小,siu2 siu2,12,1,118,,2020-08-27 13:19:01
2020-04-05 02:33:50,2021-07-23 16:14:07,麵包,min6 baau1,10,11,72,,2021-06-10 20:47:39
2020-04-05 02:32:29,2021-07-23 16:14:07,汁,zap1,12,12,76,,2020-12-02 17:55:48
2020-04-05 02:29:46,2021-07-23 16:14:07,餓,ngo6,10,3,106,,2020-12-14 19:35:20
2020-04-05 02:28:46,2021-07-23 16:14:07,三明治,saam1 ming4 zi6,9,25,50,,2021-06-03 03:41:02
2020-04-05 02:27:23,2021-07-23 16:14:07,餅,beng2,12,14,70,,2021-08-14 01:50:28
2020-04-05 02:15:18,2021-07-23 16:14:07,姐姐,ze4 ze1,9,6,90,,2020-12-09 17:04:04
2020-04-05 02:14:27,2021-07-23 16:14:07,妹妹,mui6 mui6,12,3,112,,2020-10-24 18:16:13
2020-04-05 02:09:15,2021-07-23 16:14:07,披薩,pei1 saat3,6,25,54,,2021-02-07 19:56:27
2020-04-05 02:08:20,2021-07-23 16:14:07,頸喝,geng2 hot3,9,18,94,,2021-03-21 01:23:22
2020-04-05 02:08:00,2021-07-23 16:14:07,早餐,zou2 caan1,12,10,50,,2021-04-13 21:08:52
2020-04-05 02:07:45,2021-07-23 16:14:07,靚女,leng3 neoi2,13,11,72,,2021-03-16 17:10:27
2020-04-05 02:07:36,2021-07-23 16:14:07,靚仔,leng3 zai2,11,10,76,,2020-12-02 17:55:44
2020-04-05 02:07:00,2021-07-23 16:14:07,咖啡,gaa3 fe1,16,10,50,,2021-03-24 22:29:58
2020-04-05 02:06:50,2021-07-23 16:14:07,茶,caa4,11,3,112,,2020-09-29 17:13:05
2020-04-04 13:57:13,2021-07-23 16:14:07,幾多錢?,gei2 do1 cin2,16,12,50,,2021-03-16 16:33:21
2020-04-04 13:56:48,2021-07-23 16:14:07,半,bun3,14,17,66,,2021-04-11 03:33:17
2020-04-04 11:54:53,2021-07-23 16:14:07,蚊,man1,12,8,62,,2021-03-16 17:24:02
2020-04-03 02:36:41,2021-07-23 16:14:07,分,fan1,13,13,50,,2021-04-10 02:36:30
2020-04-03 02:34:54,2021-07-23 16:14:07,毫,hou4,10,24,50,,2021-06-03 03:42:43
2020-04-03 02:34:33,2021-07-23 16:14:07,角,gok3,7,12,70,low,2020-08-29 15:05:55
2020-04-03 02:33:05,2021-07-23 16:14:07,元,jyun4,14,18,50,,2021-03-23 14:40:27
2020-04-03 02:32:37,2021-07-23 16:14:07,千,cin1,9,0,120,,2020-05-27 03:37:49
2020-04-03 02:32:27,2021-07-23 16:14:07,百,baak3,10,13,70,veryhigh,2021-07-24 13:22:01
2020-03-31 02:08:05,2021-07-23 16:14:07,飲水,jam2 seoi2,16,4,86,,2020-12-09 17:05:28
2020-03-28 02:09:09,2021-07-23 16:14:07,顏色,ngaan4 sik1,12,13,50,,2021-06-03 03:43:33
2020-03-28 02:06:56,2021-07-23 16:14:07,北京,bak1 ging1,13,6,114,,2021-03-20 17:12:03
2020-03-28 02:06:26,2021-07-23 16:14:07,好食,hou2 sik6,10,3,78,,2021-03-24 22:44:00
2020-03-28 02:02:33,2021-07-23 16:14:07,食物,sik6 mat6,17,12,70,,2021-08-14 01:49:09
2020-03-28 02:00:50,2021-07-23 16:14:07,糖果,tong4 gwo2,13,23,50,,2021-02-07 20:00:48
2020-03-28 01:57:50,2021-07-23 16:14:07,漢堡包,hon3 bou2 baau1,9,23,66,,2021-04-11 03:30:34
2020-03-28 01:55:32,2021-07-23 16:14:07,薯條,syu4 tiu2,8,19,54,,2021-08-14 01:06:41
2020-03-28 01:54:51,2021-07-23 16:14:07,餃子,gaau2 zi2,14,17,50,,2021-03-23 14:38:18
2020-03-28 01:51:54,2021-07-23 16:14:07,走,zau2,14,17,50,,2021-02-07 20:11:03
2020-03-28 01:50:01,2021-07-23 16:14:07,只係,zi2 hai6,16,16,74,,2021-03-16 16:57:16
2020-03-28 01:48:10,2021-07-23 16:14:07,美國,mei5 gwok3,9,13,88,,2020-10-24 18:20:11
2020-03-28 01:46:32,2021-07-23 16:14:07,名,meng2,13,14,50,,2021-03-23 14:46:04
2020-03-26 02:30:40,2021-07-23 16:14:07,晚上,maan5 soeng6,14,25,50,,2021-06-10 20:59:09
2020-03-26 02:15:46,2021-07-23 16:14:07,而家,ji4 gaa1,14,4,92,,2020-10-16 01:23:32
2020-03-26 02:13:16,2021-07-23 16:14:07,邊度,bin1 dou6,8,25,50,,2021-02-07 20:10:31
2020-03-26 02:06:33,2021-07-23 16:14:07,紐約,nau2 joek3,13,20,50,,2021-04-13 21:08:00
2020-03-26 02:02:28,2021-07-23 16:14:07,喺,hai2,21,8,90,high,2021-06-08 17:59:30
2020-03-26 02:02:01,2021-07-23 16:14:07,狗,gau2,11,2,104,,2021-08-14 01:05:04
2020-03-26 02:00:29,2021-07-23 16:14:07,得意,dak1 ji3,21,11,50,,2021-04-13 21:07:55
2020-03-26 01:58:05,2021-07-23 16:14:07,臺灣,toi4 waan1,15,12,50,,2021-04-10 02:38:33
2020-03-26 01:55:35,2021-07-23 16:14:07,朱咕叻,zyu1 gu1 lik1,12,12,88,,2020-12-02 13:24:34
2020-03-26 01:54:11,2021-07-23 16:14:07,晚安,maan5 on1,18,11,50,,2021-04-13 21:09:06
2020-03-26 01:53:37,2021-07-23 16:14:07,梅青恬,mui4 cing1 tim4,13,5,100,,2020-11-03 19:53:12
2020-03-25 00:49:10,2021-07-23 16:14:07,拜拜,baai1 baai3,17,5,80,,2021-08-14 01:50:14
2020-03-25 00:48:33,2021-07-23 16:14:07,要,jiu3,16,16,60,,2021-04-13 21:00:29
2020-03-25 00:47:13,2021-07-23 16:14:07,有事,jau5 si6,16,10,80,high,2021-07-24 13:52:29
2020-03-25 00:44:35,2021-07-23 16:14:07,幾點鐘,gei2 dim2 zung1,18,11,64,veryhigh,2021-08-09 00:41:19
2020-03-25 00:42:02,2021-07-23 16:14:07,啫,ze1,12,13,70,low,2020-08-18 21:13:15
2020-03-25 00:41:33,2021-07-23 16:14:07,少少,siu2 siu2,14,2,118,,2021-03-23 14:46:13
2020-03-25 00:39:40,2021-07-23 16:14:07,中文,zung1  man4,15,4,106,,2021-02-07 20:13:10
2020-03-25 00:38:43,2021-07-23 16:14:07,叫,giu3,11,9,84,,2020-11-30 19:10:38
2020-03-25 00:38:08,2021-07-23 16:14:07,識,sik1,21,13,50,,2021-03-23 14:40:22
2020-03-25 00:36:59,2021-07-23 16:14:07,華裔,waa4 jeoi6,14,14,84,,2021-03-16 17:24:53
2020-03-25 00:36:30,2021-07-23 16:14:07,英國,jing1 gwok3,14,11,66,,2020-12-02 18:09:48
2020-03-25 00:34:44,2021-07-23 16:14:07,㗎,gaa3,11,22,50,,2021-02-07 19:55:37
2020-03-25 00:33:33,2021-07-23 16:14:07,由,jau4,17,20,50,,2021-03-23 14:40:33
2020-03-25 00:32:51,2021-07-23 16:14:07,貴姓,gwai3 sing3,13,22,50,,2021-03-22 16:41:33
2020-03-25 00:31:24,2021-07-23 16:14:07,姓,sing3,20,11,50,,2021-03-20 17:09:41
2020-03-25 00:30:40,2021-07-23 16:14:07,邊啲,bin1 di1,14,12,54,,2021-08-14 15:48:46
2020-03-25 00:30:21,2021-07-23 16:14:07,嗰啲,go2 di1,9,24,50,,2021-02-07 20:13:29
2020-03-25 00:30:06,2021-07-23 16:14:07,呢啲,ni1 di1,23,13,50,high,2021-08-10 21:36:13
2020-03-25 00:29:33,2021-07-23 16:14:07,中意,zung1 ji3,12,5,120,,2020-05-25 03:00:19
2020-03-25 00:28:34,2021-07-23 16:14:07,水果,seoi2 gwo2,14,4,116,,2020-05-23 01:55:09
2020-03-25 00:28:06,2021-07-23 16:14:07,提子,tai4 zi2,18,14,80,,2021-04-10 04:30:10
2020-03-25 00:27:02,2021-07-23 16:14:07,檸檬,ning4 mung1,10,17,76,low,2021-06-03 03:37:25
2020-03-25 00:26:34,2021-07-23 16:14:07,橘子,gwat1 zi2,10,21,50,,2021-04-11 03:30:18
2020-03-25 00:24:44,2021-07-23 16:14:07,梨,lei4,13,9,58,,2021-02-07 20:04:29
2020-03-25 00:23:55,2021-07-23 16:14:07,士多啤梨,si6 do1 be1 lei2,9,26,50,,2021-03-21 01:23:12
2020-03-25 00:22:36,2021-07-23 16:14:07,車釐子,ce1 lei4 zi2,13,22,50,,2021-03-21 01:01:49
2020-03-25 00:21:18,2021-07-23 16:14:07,芒果,mong1  gwo2,12,19,62,,2021-04-10 17:24:29
2020-03-25 00:20:57,2021-07-23 16:14:07,西瓜,sai1 gwaa1,15,5,82,,2021-05-27 18:51:27
2020-03-25 00:20:28,2021-07-23 16:14:07,蘋果,ping4 gwo2,12,17,50,,2021-03-23 14:38:30
2020-03-25 00:20:07,2021-07-23 16:14:07,跑步,paau2 bou6,16,14,72,high,2021-08-13 15:21:06
2020-03-22 18:47:20,2021-07-23 16:14:07,藍色,laam4 sik1,14,1,120,,2020-06-19 16:39:02
2020-03-21 21:26:34,2021-07-23 16:14:07,黃色,wong4 sik1,25,8,84,,2021-03-16 17:23:57
2020-03-21 03:04:23,2021-07-23 16:14:07,零,ling4,25,9,78,veryhigh,2021-08-09 00:42:03
2020-03-21 03:02:07,2021-08-03 12:55:06,翻譯,faan1 jik6,1,2,90,,2021-08-06 18:49:41
2020-03-21 02:58:52,2021-07-23 16:14:07,綠色,luk6 sik1,19,3,98,,2020-11-30 19:07:43
2020-03-21 02:54:50,2021-07-23 16:14:07,紅色,hung4 sik1,22,5,82,,2021-04-11 16:52:23
2020-03-21 02:54:28,2021-07-23 16:14:07,發燒,faat3 siu1,7,17,52,,2021-03-16 16:27:23
2020-03-21 02:34:26,2021-07-30 18:04:17,明白,ming4 baak6,2,1,90,,2021-08-05 15:46:05
2020-03-21 02:33:59,2021-07-23 16:14:07,灰色,fui1 sik1,23,7,80,,2021-03-20 17:10:44
2020-03-21 02:31:33,2021-07-23 16:14:07,紫色,zi2 sik1,17,1,120,,2020-05-23 01:43:08
2020-03-21 02:31:20,2021-07-23 16:14:07,白色,baak6 sik1,24,13,52,,2021-03-25 12:29:33
2020-03-21 02:30:31,2021-07-23 16:14:07,黑色,hak1 sik1,21,4,102,,2021-02-07 19:57:28
2020-03-21 00:26:49,2021-07-23 16:14:07,啡色,fe1 sik1,23,7,80,,2021-08-14 01:04:59
2020-03-21 00:21:35,2021-07-23 16:14:07,橙色,caang2 sik1,19,4,90,,2021-03-16 17:25:03
2020-03-20 02:09:01,2021-07-30 18:07:00,唔識,m4 sik1,2,0,100,high,2021-08-04 12:33:39
2020-03-04 19:09:57,2021-07-23 16:14:07,肚餓,tou5 ngo6,1,10,78,,2021-03-20 17:11:15
2020-03-04 19:09:31,2021-07-23 16:14:07,因為,jan1 wai6,22,15,50,veryhigh,2021-08-13 15:36:28
2020-03-04 19:08:29,2021-08-21 22:56:37,唔好,m4 hou2,3,0,100,,2021-08-21 22:57:14
2020-03-04 19:07:37,2021-07-23 16:14:07,以前,ji5 cin4,6,17,50,veryhigh,2021-08-12 04:08:04
2020-03-04 19:07:17,2021-07-23 16:14:07,好睇,hou2 tai2,4,0,100,,2021-03-25 12:30:22
2020-03-04 19:05:55,2021-07-23 16:14:07,可以,ho2 ji5,4,3,84,,2020-12-09 17:05:21
2020-03-04 18:53:08,2021-07-23 16:14:07,乜嘢,mat1 je5,14,5,120,high,2020-06-22 11:49:11
2020-03-04 18:51:55,2021-07-23 16:14:07,喺度,hai2 dou6,4,7,78,high,2021-07-24 13:53:34
2020-03-04 18:47:40,2021-07-23 16:14:07,十,sap6,17,10,108,,2021-08-14 01:06:10
2020-03-04 18:47:34,2021-07-23 16:14:07,九,gau2,17,7,98,,2021-02-07 19:58:17
2020-03-04 18:47:25,2021-07-23 16:14:07,八,baat3,24,12,62,,2021-08-14 01:49:31
2020-03-04 18:47:16,2021-07-23 16:14:07,七,cat1,16,3,120,,2020-05-23 01:45:41
2020-03-04 18:47:06,2021-07-23 16:14:07,五,ng5,19,2,94,veryhigh,2021-07-24 13:22:42
2020-03-04 18:46:46,2021-07-23 16:14:07,四,sei3,24,11,72,high,2021-07-26 12:34:58
2020-03-04 18:46:33,2021-07-23 16:14:07,三,saam1,16,1,114,,2021-06-10 20:47:43
2020-03-04 18:46:18,2021-07-23 16:14:07,二,ji6,25,11,74,,2020-12-09 17:03:58
2020-02-26 15:33:12,2021-07-23 16:14:07,食齋,sik6 zaai1,17,18,50,,2021-02-07 19:54:16
2020-02-21 18:41:15,2021-07-23 16:14:07,日日,jat6 jat6,5,5,80,,2021-06-03 03:34:12
2020-02-19 02:06:04,2021-07-27 20:40:46,廣東話,gwong2 dung1 waa4,6,6,78,veryhigh,2021-08-09 00:38:28
2020-02-19 02:04:25,2021-07-23 16:14:07,再見,zoi3 gin3,22,20,50,,2021-03-23 14:45:41
2020-02-19 02:01:31,2021-08-14 16:01:25,早晨,zou2 san4,18,29,50,veryhigh,2021-09-01 19:45:05
2020-02-19 01:27:56,2021-07-23 16:14:07,唔好意思,m4 hou2 ji3 si1,19,24,50,,2021-03-20 17:09:26
2020-02-19 00:37:28,2021-07-23 16:14:07,想,soeng2,15,3,84,,2021-05-28 00:07:37
2020-02-18 22:24:03,2021-07-23 16:14:07,冇所謂,mou5 so2 wai6,18,22,50,,2021-03-22 16:40:01
2020-02-18 01:48:33,2021-07-23 16:14:07,香蕉,hoeng1 ziu1,15,11,50,,2021-04-10 17:28:22
2020-02-15 02:18:48,2021-07-23 16:14:07,史,si2,16,5,90,,2021-04-11 03:32:48
2020-01-29 15:17:13,2021-07-23 16:14:07,癡線,ci1 sin3,5,14,70,,2021-05-22 15:52:06
2020-01-12 03:39:18,2021-07-23 16:14:07,咪,mai5,13,7,52,high,2021-08-10 21:35:22
2020-01-12 03:35:41,2021-07-23 16:14:07,咁,gam2,9,4,78,,2021-01-06 18:28:40
2020-01-12 03:02:58,2021-07-23 16:14:07,香港,hoeng1 gong2,17,4,110,,2020-05-23 01:16:06
2020-01-12 03:01:40,2021-07-23 16:14:07,老公,lou5 gung1,8,8,66,,2021-01-26 18:34:42
2020-01-12 02:57:16,2021-07-23 16:14:07,又,jau6,9,12,50,,2021-03-16 16:56:32
2020-01-12 02:52:59,2021-07-23 16:14:07,小學,siu2 hok6,19,8,90,,2020-10-24 18:18:38
2020-01-12 02:49:41,2021-07-23 16:14:07,朋友,pang4 jau5,23,9,80,veryhigh,2021-08-09 00:42:38
2020-01-12 02:48:38,2021-07-23 16:14:07,可能,ho2 nang4,8,4,82,veryhigh,2021-07-24 13:22:23
2020-01-12 02:43:37,2021-07-23 16:14:07,咁樣,gam2 joeng2,7,8,66,,2021-03-16 16:48:32
2020-01-10 03:25:26,2021-07-23 16:14:07,都,dou1,25,9,70,high,2021-07-26 12:34:01
2020-01-10 03:23:49,2021-07-23 16:14:07,上面,soeng6 min6,17,18,50,,2021-04-13 21:00:24
2020-01-10 03:23:15,2021-07-23 16:14:07,就,zau6,9,19,50,,2021-04-13 21:20:12
2020-01-10 03:21:15,2021-07-23 16:14:07,街,gaai1,9,8,88,,2020-11-30 19:06:22
2020-01-08 16:50:03,2021-07-23 16:14:07,一,jat1,29,3,124,,2021-04-13 21:09:41
2020-01-08 16:44:50,2021-07-23 16:14:07,嘅,ge3,28,17,74,,2021-03-24 22:31:51
2020-01-08 16:43:28,2021-07-23 16:14:07,同,tung4,17,9,50,,2021-03-24 22:31:31
2020-01-08 16:42:23,2021-07-23 16:14:07,六,luk6,39,18,50,veryhigh,2021-08-12 03:43:38
2020-01-08 16:36:33,2021-07-23 16:14:07,呢,ne1,27,8,78,,2021-03-21 01:00:26
